,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,Source-Image,position,RightKneeAngle,LeftKneeAngle,LeftHeelAngleAngle,RightHeelAngleAngle,HipAngle
402,504.0,313.0,469.0,326.0,452.0,326.0,504.0,339.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,352.0,400.0,404.0,382.0,404.0,452.0,430.0,417.0,495.0,417.0,391.0,469.0,404.0,452.0,443.0,486.0,313.0,504.0,313.0,469.0,313.0,,,469.0,469.0,452.0,469.0,417.0,456.0,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_8_5.jpg,right_bottom,82.07567944783001,80.48397979503183,94.62403618278924,104.26451229807991,60.63062267971457
403,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,378.0,469.0,339.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,495.0,417.0,417.0,,,,,486.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_8_60.jpg,right_bottom,65.83337015701451,,,76.76127321157693,
404,504.0,300.0,469.0,326.0,452.0,326.0,486.0,326.0,556.0,339.0,469.0,326.0,521.0,326.0,556.0,339.0,400.0,391.0,382.0,391.0,469.0,404.0,417.0,495.0,417.0,391.0,469.0,404.0,434.0,482.0,486.0,300.0,504.0,300.0,469.0,300.0,,,469.0,482.0,,,417.0,482.0,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_8_65.jpg,right_bottom,68.75367758255146,79.869613624941,,105.70863782901574,53.959968760355146
405,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,539.0,378.0,469.0,352.0,504.0,365.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,482.0,417.0,417.0,,,,,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_8_90.jpg,right_bottom,61.69924423399363,,,67.16398413906731,
406,504.0,300.0,469.0,313.0,452.0,313.0,469.0,313.0,539.0,326.0,486.0,313.0,521.0,326.0,556.0,326.0,400.0,391.0,382.0,391.0,469.0,404.0,434.0,469.0,417.0,378.0,469.0,404.0,434.0,456.0,504.0,286.0,504.0,286.0,469.0,286.0,,,,,,,417.0,469.0,452.0,482.0,434.0,495.0,417.0,482.0,side/right_bottom/image_8_95.jpg,right_bottom,70.19780311348731,82.62146415732619,,84.708905435145,59.17331444928114
407,504.0,313.0,469.0,339.0,452.0,339.0,486.0,339.0,556.0,352.0,469.0,339.0,504.0,339.0,556.0,352.0,400.0,404.0,382.0,417.0,452.0,417.0,417.0,495.0,417.0,404.0,469.0,404.0,434.0,469.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_0.jpg,right_bottom,65.83337015701451,61.69924423399363,,100.13038637505899,49.42240845353778
408,504.0,326.0,452.0,352.0,452.0,352.0,434.0,391.0,486.0,378.0,469.0,339.0,504.0,365.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,495.0,417.0,417.0,469.0,404.0,,,486.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_120.jpg,right_bottom,65.83337015701451,,,76.76127321157693,45.207969248230604
409,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,378.0,469.0,339.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,469.0,404.0,417.0,495.0,417.0,417.0,,,,,486.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,452.0,508.0,434.0,508.0,417.0,508.0,side/right_bottom/image_9_150.jpg,right_bottom,51.756559823564096,,,104.0362434679265,
410,504.0,300.0,469.0,313.0,452.0,313.0,504.0,326.0,556.0,326.0,469.0,313.0,504.0,326.0,556.0,326.0,400.0,391.0,400.0,391.0,469.0,404.0,417.0,495.0,382.0,391.0,469.0,404.0,417.0,495.0,486.0,286.0,,,469.0,286.0,,,469.0,495.0,452.0,495.0,400.0,495.0,452.0,508.0,434.0,508.0,417.0,508.0,side/right_bottom/image_9_175.jpg,right_bottom,70.92490150755445,68.75367758255146,102.45090730914046,104.0362434679265,59.17331444928114
411,504.0,326.0,452.0,339.0,434.0,352.0,382.0,391.0,365.0,404.0,469.0,339.0,504.0,352.0,556.0,352.0,400.0,404.0,382.0,417.0,452.0,404.0,417.0,495.0,417.0,404.0,469.0,391.0,,,504.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,452.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_180.jpg,right_bottom,58.44170466070383,,,84.47245984834383,45.207969248230604
412,504.0,300.0,469.0,326.0,452.0,326.0,486.0,326.0,556.0,339.0,486.0,326.0,521.0,326.0,556.0,339.0,400.0,404.0,382.0,404.0,469.0,404.0,434.0,469.0,417.0,404.0,469.0,404.0,434.0,469.0,486.0,300.0,504.0,300.0,469.0,300.0,,,,,,,434.0,456.0,452.0,482.0,434.0,495.0,417.0,482.0,side/right_bottom/image_9_205.jpg,right_bottom,61.69924423399363,61.69924423399363,,84.708905435145,48.503531644784466
413,504.0,313.0,469.0,326.0,452.0,326.0,469.0,352.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,352.0,400.0,404.0,382.0,404.0,469.0,404.0,417.0,482.0,417.0,391.0,469.0,404.0,434.0,469.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,417.0,482.0,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_210.jpg,right_bottom,56.309932474020215,75.7354877019201,,107.57125877832243,48.503531644784466
414,504.0,313.0,469.0,326.0,452.0,326.0,469.0,339.0,539.0,352.0,486.0,326.0,521.0,339.0,556.0,339.0,417.0,378.0,400.0,391.0,469.0,404.0,417.0,495.0,417.0,378.0,469.0,404.0,434.0,482.0,486.0,300.0,504.0,300.0,469.0,300.0,,,,,,,417.0,495.0,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_235.jpg,right_bottom,70.92490150755445,92.39842133409252,,105.70863782901574,71.56505117707799
415,504.0,313.0,469.0,326.0,452.0,326.0,417.0,365.0,556.0,352.0,486.0,326.0,521.0,339.0,556.0,339.0,417.0,378.0,400.0,378.0,469.0,404.0,417.0,495.0,417.0,378.0,469.0,404.0,434.0,482.0,486.0,313.0,504.0,300.0,469.0,300.0,,,,,,,417.0,495.0,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_240.jpg,right_bottom,80.90210952802815,92.39842133409252,,82.33952466553367,71.56505117707799
416,486.0,313.0,469.0,339.0,452.0,339.0,400.0,391.0,539.0,365.0,486.0,339.0,539.0,352.0,556.0,352.0,400.0,404.0,382.0,417.0,469.0,404.0,417.0,495.0,417.0,404.0,469.0,404.0,417.0,482.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_265.jpg,right_bottom,51.756559823564096,56.309932474020215,,82.33952466553367,43.29018595585847
417,486.0,300.0,469.0,326.0,452.0,326.0,417.0,378.0,556.0,339.0,486.0,326.0,521.0,326.0,556.0,339.0,400.0,391.0,382.0,404.0,469.0,404.0,417.0,482.0,417.0,391.0,469.0,404.0,434.0,469.0,486.0,300.0,486.0,300.0,469.0,300.0,504.0,300.0,,,,,,,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_270.jpg,right_bottom,56.309932474020215,75.7354877019201,,107.57125877832243,53.959968760355146
418,504.0,326.0,469.0,352.0,452.0,352.0,486.0,378.0,556.0,365.0,469.0,339.0,504.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,495.0,417.0,417.0,469.0,391.0,417.0,495.0,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_295.jpg,right_bottom,65.83337015701451,36.86989764584403,,76.76127321157693,31.163094920928376
419,504.0,326.0,452.0,339.0,452.0,339.0,486.0,352.0,556.0,365.0,469.0,339.0,504.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,495.0,417.0,404.0,469.0,404.0,,,504.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_30.jpg,right_bottom,65.83337015701451,,,76.76127321157693,50.177709976340914
420,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,378.0,469.0,339.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,469.0,404.0,417.0,495.0,417.0,417.0,,,417.0,495.0,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_325.jpg,right_bottom,51.756559823564096,,,82.33952466553367,
421,504.0,313.0,469.0,326.0,469.0,326.0,504.0,339.0,556.0,352.0,469.0,326.0,504.0,339.0,556.0,352.0,400.0,391.0,382.0,404.0,469.0,404.0,417.0,482.0,400.0,391.0,469.0,404.0,434.0,456.0,504.0,313.0,,,486.0,300.0,,,,,,,434.0,456.0,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_35.jpg,right_bottom,56.309932474020215,66.72619578474487,,107.57125877832243,53.959968760355146
422,504.0,326.0,469.0,352.0,452.0,352.0,382.0,391.0,,,486.0,352.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,482.0,417.0,404.0,469.0,391.0,434.0,482.0,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_355.jpg,right_bottom,61.69924423399363,54.92624550665171,,67.16398413906731,31.163094920928376
423,504.0,326.0,469.0,339.0,452.0,339.0,469.0,352.0,556.0,365.0,469.0,339.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,469.0,404.0,417.0,482.0,417.0,417.0,,,,,504.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,434.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_410.jpg,right_bottom,47.81137359452654,,,100.68300050132774,
424,504.0,286.0,469.0,313.0,452.0,313.0,504.0,326.0,556.0,326.0,469.0,313.0,521.0,313.0,556.0,326.0,400.0,391.0,400.0,391.0,469.0,404.0,434.0,482.0,400.0,391.0,469.0,404.0,434.0,469.0,486.0,286.0,504.0,286.0,469.0,286.0,,,469.0,482.0,,,417.0,482.0,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_435.jpg,right_bottom,76.50315296151119,72.3690270384903,,80.632013262455,59.17331444928114
425,504.0,326.0,469.0,339.0,452.0,339.0,504.0,378.0,556.0,378.0,486.0,339.0,521.0,352.0,556.0,365.0,400.0,404.0,382.0,417.0,452.0,430.0,434.0,482.0,417.0,404.0,469.0,404.0,452.0,443.0,504.0,313.0,504.0,313.0,469.0,313.0,,,469.0,469.0,469.0,469.0,434.0,456.0,452.0,482.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_440.jpg,right_bottom,81.42729231338875,66.44773632710536,87.49279225742781,114.37012005387383,55.41727699078858
426,504.0,313.0,469.0,326.0,452.0,326.0,486.0,339.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,339.0,417.0,391.0,400.0,391.0,469.0,404.0,434.0,469.0,417.0,378.0,469.0,404.0,434.0,469.0,504.0,300.0,504.0,300.0,469.0,300.0,,,,,,,434.0,469.0,452.0,482.0,452.0,482.0,434.0,469.0,side/right_bottom/image_9_465.jpg,right_bottom,72.3690270384903,88.2642954110716,,82.46310281172808,65.37643521383639
427,504.0,313.0,469.0,326.0,469.0,326.0,486.0,339.0,539.0,352.0,469.0,326.0,504.0,339.0,539.0,352.0,400.0,404.0,382.0,404.0,469.0,404.0,434.0,469.0,400.0,391.0,469.0,404.0,434.0,469.0,504.0,313.0,,,486.0,313.0,,,,,,,,,452.0,482.0,452.0,482.0,434.0,469.0,side/right_bottom/image_9_470.jpg,right_bottom,61.69924423399363,72.3690270384903,,82.46310281172808,48.503531644784466
428,504.0,300.0,469.0,326.0,452.0,313.0,469.0,339.0,486.0,352.0,486.0,326.0,539.0,339.0,504.0,352.0,400.0,391.0,400.0,391.0,469.0,404.0,,,400.0,391.0,469.0,404.0,452.0,443.0,486.0,286.0,504.0,300.0,469.0,300.0,,,,,,,434.0,443.0,,,,,,,side/right_bottom/image_9_495.jpg,right_bottom,,77.11751913160204,,,53.959968760355146
429,504.0,313.0,469.0,326.0,452.0,326.0,504.0,339.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,352.0,400.0,404.0,382.0,404.0,452.0,430.0,417.0,495.0,417.0,391.0,469.0,404.0,452.0,443.0,486.0,313.0,504.0,313.0,469.0,313.0,,,469.0,469.0,452.0,469.0,417.0,456.0,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_5.jpg,right_bottom,82.07567944783001,80.48397979503183,94.62403618278924,104.26451229807991,60.63062267971457
430,504.0,313.0,469.0,326.0,469.0,339.0,521.0,352.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,352.0,400.0,391.0,382.0,404.0,469.0,404.0,434.0,456.0,417.0,391.0,469.0,404.0,434.0,456.0,504.0,313.0,504.0,313.0,486.0,313.0,,,,,,,434.0,456.0,469.0,469.0,452.0,469.0,434.0,456.0,side/right_bottom/image_9_500.jpg,right_bottom,56.0564129802482,70.09265644817467,,97.81258647481323,53.959968760355146
431,504.0,313.0,469.0,339.0,452.0,339.0,469.0,352.0,486.0,352.0,486.0,339.0,539.0,352.0,539.0,352.0,400.0,404.0,400.0,404.0,469.0,404.0,434.0,469.0,434.0,404.0,469.0,404.0,434.0,469.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,434.0,456.0,,,452.0,482.0,434.0,469.0,side/right_bottom/image_9_525.jpg,right_bottom,61.69924423399363,61.69924423399363,,,43.29018595585847
432,504.0,300.0,469.0,326.0,469.0,326.0,469.0,339.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,339.0,400.0,391.0,382.0,404.0,469.0,404.0,434.0,456.0,400.0,391.0,469.0,404.0,434.0,456.0,504.0,300.0,504.0,300.0,486.0,300.0,,,,,,,434.0,456.0,452.0,469.0,452.0,469.0,434.0,456.0,side/right_bottom/image_9_530.jpg,right_bottom,56.0564129802482,66.72619578474487,,88.10593406547352,53.959968760355146
433,504.0,326.0,469.0,339.0,452.0,339.0,504.0,365.0,556.0,365.0,469.0,339.0,504.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,482.0,417.0,404.0,469.0,404.0,434.0,482.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_555.jpg,right_bottom,61.69924423399363,65.83337015701451,,102.04598953520821,42.37130914710515
434,504.0,300.0,469.0,313.0,452.0,313.0,469.0,326.0,486.0,339.0,486.0,313.0,521.0,326.0,573.0,339.0,400.0,391.0,382.0,391.0,469.0,404.0,417.0,495.0,400.0,391.0,469.0,404.0,434.0,469.0,486.0,286.0,504.0,286.0,469.0,286.0,,,,,,,417.0,482.0,452.0,495.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_560.jpg,right_bottom,68.75367758255146,72.3690270384903,,105.70863782901574,59.17331444928114
435,504.0,300.0,469.0,326.0,452.0,326.0,504.0,339.0,556.0,339.0,469.0,326.0,521.0,339.0,556.0,339.0,400.0,404.0,382.0,404.0,469.0,404.0,434.0,469.0,400.0,404.0,469.0,404.0,434.0,469.0,486.0,300.0,504.0,300.0,469.0,300.0,,,,,,,434.0,456.0,,,434.0,495.0,417.0,482.0,side/right_bottom/image_9_580.jpg,right_bottom,61.69924423399363,61.69924423399363,,,48.503531644784466
436,504.0,313.0,469.0,339.0,434.0,352.0,382.0,391.0,382.0,417.0,486.0,339.0,556.0,352.0,521.0,365.0,434.0,404.0,400.0,417.0,,,,,452.0,404.0,,,,,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,,,,,,,side/right_bottom/image_9_585.jpg,right_bottom,,,,,
437,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,378.0,469.0,339.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,495.0,417.0,417.0,,,,,486.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_60.jpg,right_bottom,65.83337015701451,,,76.76127321157693,
438,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,378.0,469.0,352.0,521.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,434.0,482.0,417.0,404.0,469.0,391.0,452.0,443.0,504.0,326.0,504.0,326.0,486.0,326.0,,,469.0,456.0,469.0,456.0,434.0,443.0,452.0,482.0,434.0,495.0,417.0,482.0,side/right_bottom/image_9_610.jpg,right_bottom,74.52136183458165,57.859993497566904,96.60703642772359,91.80390908818086,31.163094920928376
439,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,365.0,469.0,339.0,504.0,352.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,434.0,482.0,417.0,417.0,469.0,391.0,452.0,430.0,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,417.0,443.0,452.0,482.0,434.0,495.0,417.0,482.0,side/right_bottom/image_9_635.jpg,right_bottom,74.52136183458165,39.88268515002736,,91.80390908818086,31.163094920928376
440,504.0,326.0,469.0,352.0,452.0,352.0,400.0,391.0,,,486.0,352.0,521.0,352.0,573.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,434.0,482.0,417.0,417.0,,,,,504.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,434.0,495.0,434.0,495.0,417.0,482.0,side/right_bottom/image_9_660.jpg,right_bottom,74.52136183458165,,,55.35885596140999,
441,486.0,300.0,469.0,313.0,469.0,313.0,486.0,313.0,556.0,339.0,486.0,326.0,521.0,326.0,556.0,326.0,400.0,378.0,382.0,391.0,469.0,404.0,434.0,469.0,400.0,378.0,469.0,404.0,434.0,469.0,486.0,286.0,486.0,286.0,469.0,286.0,,,,,,,417.0,469.0,452.0,482.0,434.0,495.0,417.0,482.0,side/right_bottom/image_9_665.jpg,right_bottom,70.19780311348731,82.34623505896398,,84.708905435145,63.93717678082884
442,504.0,313.0,469.0,339.0,452.0,339.0,486.0,352.0,556.0,352.0,469.0,339.0,539.0,352.0,556.0,352.0,400.0,417.0,400.0,417.0,469.0,404.0,,,417.0,417.0,469.0,404.0,417.0,495.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,417.0,495.0,,,,,,,side/right_bottom/image_9_685.jpg,right_bottom,,46.2188752351313,,,37.83374884028778
443,504.0,313.0,469.0,326.0,452.0,326.0,469.0,339.0,556.0,352.0,469.0,326.0,521.0,339.0,556.0,352.0,400.0,404.0,382.0,404.0,469.0,404.0,417.0,482.0,400.0,391.0,469.0,404.0,434.0,469.0,504.0,313.0,504.0,313.0,469.0,313.0,,,,,,,417.0,482.0,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_690.jpg,right_bottom,56.309932474020215,72.3690270384903,,107.57125877832243,48.503531644784466
444,504.0,313.0,469.0,326.0,452.0,326.0,504.0,339.0,556.0,339.0,469.0,326.0,521.0,339.0,556.0,326.0,400.0,404.0,382.0,404.0,469.0,404.0,417.0,495.0,400.0,404.0,469.0,404.0,434.0,482.0,486.0,300.0,,,469.0,300.0,,,,,,,417.0,495.0,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_710.jpg,right_bottom,60.25511870305777,65.83337015701451,,82.33952466553367,48.503531644784466
445,504.0,313.0,469.0,339.0,452.0,339.0,434.0,378.0,,,469.0,326.0,521.0,339.0,573.0,339.0,400.0,404.0,382.0,404.0,469.0,404.0,434.0,482.0,417.0,404.0,469.0,404.0,434.0,469.0,486.0,300.0,504.0,300.0,469.0,313.0,,,,,,,,,434.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_715.jpg,right_bottom,65.83337015701451,61.69924423399363,,79.83373144365393,43.29018595585847
446,486.0,300.0,469.0,313.0,452.0,313.0,504.0,339.0,556.0,326.0,469.0,313.0,521.0,326.0,556.0,326.0,400.0,391.0,382.0,404.0,469.0,404.0,434.0,482.0,400.0,391.0,469.0,404.0,434.0,469.0,486.0,286.0,486.0,286.0,469.0,286.0,,,,,,,417.0,482.0,,,434.0,495.0,417.0,495.0,side/right_bottom/image_9_735.jpg,right_bottom,65.83337015701451,72.3690270384903,,,59.17331444928114
447,504.0,313.0,469.0,339.0,452.0,352.0,400.0,391.0,,,486.0,339.0,521.0,352.0,556.0,352.0,400.0,417.0,382.0,417.0,452.0,417.0,434.0,482.0,417.0,404.0,469.0,391.0,452.0,430.0,486.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_740.jpg,right_bottom,74.52136183458165,52.41149285917887,,89.95975007370005,36.37644060985436
448,504.0,326.0,469.0,352.0,452.0,352.0,382.0,404.0,,,486.0,352.0,521.0,352.0,573.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,434.0,482.0,417.0,417.0,469.0,391.0,452.0,430.0,504.0,313.0,,,469.0,326.0,,,,,,,,,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_765.jpg,right_bottom,74.52136183458165,39.88268515002736,,89.95975007370005,31.163094920928376
449,504.0,273.0,469.0,300.0,452.0,300.0,521.0,313.0,573.0,300.0,469.0,313.0,521.0,313.0,573.0,300.0,400.0,378.0,400.0,378.0,469.0,404.0,434.0,482.0,417.0,378.0,469.0,404.0,434.0,469.0,486.0,273.0,504.0,273.0,469.0,273.0,,,469.0,482.0,469.0,482.0,417.0,482.0,,,452.0,495.0,417.0,495.0,side/right_bottom/image_9_785.jpg,right_bottom,86.48036098198489,88.2642954110716,99.96679257344262,,69.15052246975483
450,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,556.0,378.0,486.0,352.0,521.0,352.0,573.0,365.0,417.0,417.0,382.0,417.0,452.0,417.0,417.0,495.0,434.0,417.0,469.0,404.0,452.0,430.0,504.0,313.0,504.0,313.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_790.jpg,right_bottom,65.83337015701451,36.44505312677088,,76.76127321157693,42.84163286641623
451,504.0,326.0,469.0,352.0,452.0,352.0,486.0,378.0,556.0,378.0,486.0,352.0,521.0,365.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,434.0,482.0,417.0,417.0,469.0,391.0,452.0,430.0,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,434.0,443.0,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_815.jpg,right_bottom,74.52136183458165,39.88268515002736,,43.8884489604311,31.163094920928376
452,504.0,300.0,469.0,326.0,469.0,326.0,417.0,378.0,452.0,391.0,486.0,326.0,521.0,339.0,573.0,339.0,400.0,391.0,382.0,404.0,469.0,404.0,434.0,469.0,400.0,391.0,469.0,404.0,434.0,456.0,504.0,300.0,504.0,300.0,486.0,300.0,,,469.0,469.0,469.0,469.0,417.0,469.0,452.0,482.0,452.0,482.0,417.0,482.0,side/right_bottom/image_9_820.jpg,right_bottom,61.69924423399363,66.72619578474487,110.56825801586875,107.53438301209889,53.959968760355146
453,504.0,300.0,469.0,326.0,452.0,326.0,,,452.0,326.0,486.0,326.0,539.0,339.0,556.0,339.0,,,,,382.0,404.0,,,400.0,404.0,,,452.0,326.0,486.0,300.0,,,469.0,300.0,,,,,,,,,,,,,,,side/right_bottom/image_9_845.jpg,right_bottom,,,,,
454,504.0,313.0,469.0,339.0,452.0,326.0,504.0,339.0,556.0,352.0,469.0,339.0,504.0,352.0,556.0,352.0,400.0,404.0,382.0,404.0,452.0,430.0,434.0,482.0,417.0,404.0,469.0,404.0,452.0,443.0,504.0,313.0,504.0,313.0,469.0,313.0,,,469.0,469.0,469.0,456.0,434.0,456.0,452.0,495.0,434.0,495.0,417.0,495.0,side/right_bottom/image_9_850.jpg,right_bottom,91.28294321335078,66.44773632710536,99.3706685917705,93.99368484003743,55.41727699078858
455,504.0,286.0,469.0,313.0,452.0,313.0,400.0,378.0,452.0,391.0,486.0,313.0,521.0,326.0,556.0,326.0,400.0,391.0,382.0,404.0,469.0,404.0,434.0,469.0,417.0,391.0,469.0,404.0,434.0,469.0,486.0,286.0,486.0,286.0,469.0,286.0,,,,,,,434.0,469.0,,,,,434.0,469.0,side/right_bottom/image_9_875.jpg,right_bottom,61.69924423399363,75.7354877019201,,,59.17331444928114
456,504.0,326.0,469.0,339.0,452.0,352.0,504.0,378.0,556.0,365.0,469.0,339.0,504.0,352.0,556.0,365.0,400.0,404.0,382.0,417.0,452.0,430.0,417.0,495.0,417.0,404.0,469.0,391.0,452.0,430.0,504.0,313.0,504.0,313.0,469.0,313.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_880.jpg,right_bottom,72.22002854786798,52.41149285917887,,80.89539913459782,49.42240845353778
457,504.0,326.0,469.0,352.0,452.0,352.0,504.0,378.0,539.0,378.0,469.0,352.0,504.0,365.0,556.0,365.0,400.0,417.0,382.0,417.0,452.0,417.0,417.0,482.0,417.0,417.0,,,,,504.0,326.0,504.0,326.0,469.0,326.0,,,,,,,,,434.0,508.0,434.0,508.0,417.0,495.0,side/right_bottom/image_9_90.jpg,right_bottom,61.69924423399363,,,67.16398413906731,
458,504.0,300.0,469.0,326.0,469.0,313.0,521.0,339.0,556.0,352.0,452.0,326.0,504.0,339.0,556.0,352.0,400.0,404.0,400.0,404.0,469.0,404.0,434.0,469.0,400.0,391.0,469.0,404.0,434.0,456.0,486.0,300.0,,,469.0,300.0,,,,,,,434.0,456.0,,,452.0,482.0,434.0,469.0,side/right_bottom/image_9_905.jpg,right_bottom,61.69924423399363,66.72619578474487,,,48.503531644784466
459,504.0,313.0,469.0,339.0,452.0,339.0,469.0,352.0,556.0,365.0,486.0,339.0,521.0,352.0,573.0,365.0,417.0,391.0,400.0,391.0,469.0,404.0,434.0,456.0,434.0,391.0,469.0,404.0,434.0,456.0,504.0,313.0,,,486.0,313.0,,,,,,,434.0,456.0,452.0,469.0,452.0,469.0,434.0,456.0,side/right_bottom/image_9_910.jpg,right_bottom,66.72619578474487,76.43284819408458,,88.10593406547352,59.03624346792648
